14.1.10.1,"Allaccio per lavabo, lavamani - diametro minimo della tubazione di scarico mm 40 - diametro minimo della tubazione d'adduzione acqua calda e fredda mm 15 (1/2"").",cad,172,77
14.1.10.2,"Allaccio per lavello cucina - diametro minimo della tubazione di scarico mm 50 - diametro minimo della tubazione di adduzione acqua calda e fredda mm 15 (1/2"").",cad,194,86
14.1.10.3,"Allaccio per lavapiedi - diametro minimo della tubazione di scarico mm 40 - diametro minimo della tubazione d'adduzione acqua calda e fredda mm 15 (1/2"").",cad,171,76
14.1.10.4,"Allaccio per lavatoio - diametro minimo della tubazione di scarico mm 50 - diametro minimo della tubazione d'adduzione acqua calda e fredda mm 15 (1/2"").",cad,194,86
14.1.10.5,"Allaccio per pilozzo - diametro minimo della tubazione di scarico mm 50 - diametro minimo della tubazione d'adduzione acqua calda e fredda mm 15 (1/2"").",cad,194,86
14.1.10.6,"Allaccio per lavastoviglie - diametro minimo della tubazione di scarico mm 50 - diametro minimo della tubazione d'adduzione acqua calda e fredda mm 15 (1/2"").",cad,141,62
14.1.10.7,"Allaccio per lavatrice - diametro minimo della tubazione di scarico mm 50 - diametro minimo della tubazione d'adduzione acqua calda e fredda mm 15 (1/2"").",cad,141,62
14.1.10.8,"Allaccio per beverino - diametro minimo della tubazione di scarico mm 32 - diametro minimo della tubazione d'adduzione acqua mm 15 (1/2"").",cad,102,45.4
14.1.10.9,"Allaccio per bidet - diametro minimo della tubazione di scarico mm 40 diametro minimo della tubazione d'adduzione acqua calda e fredda mm 15 (1/2"").",cad,171,76
14.1.10.10,"Allaccio per vasca da bagno - diametro minimo della tubazione di scarico mm 50 - diametro minimo della tubazione d'adduzione acqua calda e fredda mm 20 (3/4"").",cad,194,86
14.1.10.11,"Allaccio per piatto doccia - diametro minimo della tubazione di scarico mm 50 - diametro minimo della tubazione d'adduzione acqua calda e fredda mm 20 (3/4"").",cad,194,86
14.1.10.12,"Allaccio per orinatoio - diametro minimo della tubazione di scarico mm 40 - diametro minimo della tubazione d'adduzione acqua mm 15 (1/2"").",cad,121,54
14.1.10.13,Allaccio per vaso a cacciata - diametro minimo della tubazione di scarico mm 90.,cad,97,43
14.1.10.14,Allaccio per vaso alla turca - diametro minimo della tubazione di scarico mm 90.,cad,97,43
14.1.10.15,"Allaccio per cassetta di scarico - diametro minimo della tubazione di scarico mm 40 - diametro minimo della tubazione d'adduzione acqua mm 15 (1/2"").",cad,113,50
14.1.10.16,"Allaccio per flussometro - diametro minimo della tubazione d'adduzione acqua mm 25   (1"").",cad,87,38.8
14.1.10.17,"Allaccio per scaldacqua elettrico o termoelettrico  - diametro minimo della tubazione d'adduzione acqua mm 20 (3/4"").",cad,114,51
14.1.10.18,Incremento per allaccio vaso o bidet sospeso.,cad,59,26
14.1.20.0,"ALLACCIO E MONTAGGIO DI APPARECCHI IGIENICO-SANITARI.  Allaccio e montaggio di apparecchi igienico-sanitari, fornito e posto in opera all'interno di bagni, wc, docce, cucine etc. a partire dalle valvole di intercettazione ubicate nel locale e fino al montaggio completo dei suddetti apparecchi con relative rubinetterie che saranno forniti dalla Stazione Appaltante. Sono compresi: le valvole di intercettazione generali all'interno dei locali; la tubazione d'acciaio zincato FM, oppure in rame, oppure in polipropilene o tubo multistrato per distribuzione di acqua fredda e calda; il rivestimento delle tubazioni di acqua calda con guaina isolante in materiale sintetico espanso classificato autoestinguente, spessore dell'isolante a norma di legge; le tubazioni di scarico in polietilene ad alta densit� o polipropilene fino alla colonna principale di scarico; il montaggio degli apparecchi igienico-sanitari e delle relative rubinetterie; le opere murarie di apertura tracce su laterizi forati e murature leggere e del fissaggio delle tubazioni con esclusione delle tracce su solette, muri in c.a. o in pietra, della chiusura traccia, dell'intonaco e della tinteggiatura. E' compreso quanto occorre. Sono esclusi: la fornitura delle apparecchiature igienico- sanitarie con le relative rubinetterie che verranno fornite dalla Stazione Appaltante.",,,
14.1.20.1,"Allaccio e montaggio per lavabo, lavamani. Diametro minimo della tubazione di scarico mm 40 - diametro minimo della tubazione di adduzione acqua calda e fredda mm 15 (1/2"").",cad,250,111
